"Etotal in eV, Edisp in eV, Vibfreq in 1/cm"																																																																			
v1.0																																																																			
Name	Surface	Functional	Kpoints	NumC	NumH	NumO	NumN	Spin	Etotal	Edisp	NumVibFreq	VibFreq	TotEngPath	VibFreqPath																																																					
H1235Bz-bri-fcc	Pt_5x5	PBE_D3	3*3*1	6	10	0	0	0	-728.6537	-57.0898	48	3004.5985	3001.2429	3000.3061	2969.4227	2968.9179	2908.2554	2907.185	2863.6302	2818.0171	2535.5312	1406.4609	1392.9484	1383.9399	1373.345	1330.9176	1326.7348	1297.601	1285.5377	1284.6323	1216.977	1216.2517	1178.4534	1109.3499	1099.5235	1092.5043	1065.5526	1030.1756	1017.7343	1011.2191	989.7296	919.4563	856.1266	852.3227	820.5381	800.4322	788.103	656.7146	529.1552	492.9633	454.6358	451.286	342.6769	320.9004	249.4739	228.5938	123.3522	88.6846	83.6071	C:\Users\Gu\Desktop\Checking\11-20\TotalEnergies\H1235Bz-bri-fcc\	C:\Users\Gu\Desktop\Checking\11-20\VibrationalFrequencies\H1235Bz-bri-fcc\						
H1235Bz-bri-hcp	Pt_5x5	PBE_D3	3*3*1	6	10	0	0	0	-728.6384	-57.0907	48	3011.6587	3001.7296	2995.186	2965.8049	2957.2404	2907.1074	2905.0352	2871.5251	2835.1022	2552.3067	1406.7993	1393.8975	1382.6923	1372.5989	1330.1668	1324.185	1297.5655	1285.4877	1284.104	1217.0217	1213.6414	1180.6896	1107.9909	1095.4582	1089.3724	1065.0197	1029.1224	1016.5734	1010.8266	985.7977	915.7657	854.5909	851.3458	819.4204	799.8103	785.6366	653.0023	528.743	491.0824	452.9959	449.8724	342.3474	320.0476	254.6483	233.4168	121.1252	87.1962	85.0195	C:\Users\Gu\Desktop\Checking\11-20\TotalEnergies\H1235Bz-bri-hcp\	C:\Users\Gu\Desktop\Checking\11-20\VibrationalFrequencies\H1235Bz-bri-hcp\						
H123Bz-bri-fcc	Pt_5x5	PBE_D3	3*3*1	6	9	0	0	0	-724.9775	-56.9918	45	3078.0666	3025.3755	3022.1024	3007.8302	3005.4293	2979.1002	2923.3593	2922.4547	2607.0504	1422.6739	1412.2938	1392.1256	1379.2418	1352.5906	1333.1217	1314.7877	1298.5168	1264.3174	1221.5935	1185.0448	1134.0338	1101.2448	1089.8738	1065.4124	1010.8241	985.3002	962.762	916.9022	893.6262	853.8504	842.4908	801.4503	794.7018	657.1334	545.5778	519.061	452.8943	394.8475	340.0208	314.6828	215.5841	199.0196	104.6036	87.1679	74.7976	C:\Users\Gu\Desktop\Checking\11-20\TotalEnergies\H123Bz-bri-fcc\	C:\Users\Gu\Desktop\Checking\11-20\VibrationalFrequencies\H123Bz-bri-fcc\									
H123Bz-bri-hcp	Pt_5x5	PBE_D3	3*3*1	6	9	0	0	0	-725.003	-56.9997	45	3075.0919	3025.673	3009.7782	3003.3181	3000.3866	2977.0235	2916.5301	2909.1157	2626.6196	1420.0641	1411.8592	1392.4252	1380.0866	1352.6174	1332.9271	1315.2236	1298.7548	1266.1785	1223.9349	1185.1645	1133.3794	1103.4689	1089.3462	1063.4597	1009.9189	985.3433	959.1011	915.5274	893.4529	848.558	840.6638	801.9633	793.9826	658.1747	546.2922	518.9416	451.622	397.3603	338.3627	313.2203	211.5768	193.7007	103.7035	82.4826	74.8526	C:\Users\Gu\Desktop\Checking\11-20\TotalEnergies\H123Bz-bri-hcp\	C:\Users\Gu\Desktop\Checking\11-20\VibrationalFrequencies\H123Bz-bri-hcp\									
H123Bz-hol-fcc	Pt_5x5	PBE_D3	3*3*1	6	9	0	0	0	-725.0858	-56.9763	45	3014.2982	3003.2639	2997.9297	2994.2564	2989.9056	2950.9082	2900.6363	2899.4678	2680.6413	1415.5884	1402.438	1385.2157	1348.8738	1325.5442	1315.4351	1291.9658	1269.1281	1249.5741	1226.6641	1145.1331	1129.5457	1097.8312	1092.9832	1038.0189	1021.1267	1001.4191	982.3991	915.6864	885.8513	860.6945	842.9321	810.5595	776.7567	653.6534	563.4618	520.661	457.8363	444.4017	393.4593	330.0524	230.8655	210.5057	154.9998	108.5395	86.2756	C:\Users\Gu\Desktop\Checking\11-20\TotalEnergies\H123Bz-hol-fcc\	C:\Users\Gu\Desktop\Checking\11-20\VibrationalFrequencies\H123Bz-hol-fcc\									
H123Bz-hol-hcp	Pt_5x5	PBE_D3	3*3*1	6	9	0	0	0	-725.0726	-56.9852	45	3019.1436	3001.4545	2999.0277	2995.4564	2993.619	2956.6369	2900.2624	2897.4261	2665.1025	1413.3675	1400.3583	1382.5922	1348.3174	1323.8439	1313.1067	1290.3775	1267.7612	1246.3875	1223.0086	1142.0175	1128.8967	1098.589	1090.1618	1035.8719	1020.1421	1004.3089	981.3394	913.9474	882.5873	857.2682	838.9149	807.9774	773.4256	650.5685	560.1951	520.1939	459.0016	444.7267	393.87	323.5375	226.0319	207.8525	149.0429	101.5079	81.6647	C:\Users\Gu\Desktop\Checking\11-20\TotalEnergies\H123Bz-hol-hcp\	C:\Users\Gu\Desktop\Checking\11-20\VibrationalFrequencies\H123Bz-hol-hcp\									
H124Bz-bri-fcc	Pt_5x5	PBE_D3	3*3*1	6	9	0	0	0	-724.7106	-57.0353	45	3083.0223	3069.0934	3001.2902	2988.906	2956.9297	2908.7755	2883.3924	2835.5153	2719.1575	1447.124	1420.0655	1383.3698	1376.2863	1348.9129	1316.4591	1305.7495	1290.539	1234.6611	1213.9223	1159.6134	1136.4799	1117.3301	1080.942	1045.5543	1029.8217	990.3096	951.7998	905.6351	882.0745	863.099	816.4326	806.7295	788.2394	726.2669	551.9959	516.0126	459.8743	419.3586	328.5968	286.8662	245.3641	193.0677	119.6187	92.872	89.9159	C:\Users\Gu\Desktop\Checking\11-20\TotalEnergies\H124Bz-bri-fcc\	C:\Users\Gu\Desktop\Checking\11-20\VibrationalFrequencies\H124Bz-bri-fcc\									
H124Bz-bri-hcp	Pt_5x5	PBE_D3	3*3*1	6	9	0	0	0	-724.716	-57.0433	45	3088.0701	3073.3238	3007.779	3002.1751	2958.0778	2921.8734	2913.2451	2872.1734	2754.0655	1447.0277	1418.6696	1386.9098	1378.7686	1346.4554	1316.8816	1305.6067	1291.9342	1234.6103	1214.8419	1167.0943	1135.2101	1123.976	1080.2	1042.9219	1028.0166	993.7459	953.1891	908.7075	883.0031	861.8553	818.4603	805.9214	785.8401	726.2145	551.4847	516.1366	460.2901	423.4572	332.444	284.5228	242.7615	175.661	114.2059	91.8373	84.2674	C:\Users\Gu\Desktop\Checking\11-20\TotalEnergies\H124Bz-bri-hcp\	C:\Users\Gu\Desktop\Checking\11-20\VibrationalFrequencies\H124Bz-bri-hcp\									
H124Bz-hol-fcc	Pt_5x5	PBE_D3	3*3*1	6	9	0	0	0	-724.9985	-57.0277	45	3019.1091	3016.0133	3013.4556	2999.4105	2975.7606	2937.5439	2917.9088	2859.2664	2858.5299	1419.241	1400.2695	1389.4725	1326.903	1312.9871	1290.446	1288.6927	1272.553	1216.0023	1176.3691	1161.513	1127.4496	1100.4391	1062.1563	1050.3055	1020.927	993.9861	986.1182	951.0595	885.9066	863.014	840.0783	817.3352	785.7598	717.0465	559.1987	547.0833	508.5864	445.337	403.2096	320.9529	250.9095	216.3593	138.1759	121.744	86.3043	C:\Users\Gu\Desktop\Checking\11-20\TotalEnergies\H124Bz-hol-fcc\	C:\Users\Gu\Desktop\Checking\11-20\VibrationalFrequencies\H124Bz-hol-fcc\									
H124Bz-hol-hcp	Pt_5x5	PBE_D3	3*3*1	6	9	0	0	0	-724.9973	-57.0236	45	3019.0103	3012.8804	3010.1273	2992.0645	2974.261	2942.3564	2918.6694	2863.8579	2832.4567	1418.0943	1397.4861	1385.3684	1325.2537	1311.061	1289	1287.4023	1271.562	1213.6759	1171.2476	1158.2965	1125.1346	1096.0591	1062.8943	1048.5702	1018.4572	992.8286	985.9957	950.2202	883.5486	862.9192	839.1268	818.3786	787.7017	711.9934	559.3889	547.6963	508.8769	442.0335	400.371	323.5478	247.0998	212.1526	139.6003	120.0073	88.028	C:\Users\Gu\Desktop\Checking\11-20\TotalEnergies\H124Bz-hol-hcp\	C:\Users\Gu\Desktop\Checking\11-20\VibrationalFrequencies\H124Bz-hol-hcp\									
H12Bz-briA-fcc	Pt_5x5	PBE_D3	3*3*1	6	8	0	0	0	-721.2985	-56.9757	42	3088.0982	3063.4624	3025.353	3017.0707	3004.9317	2982.6987	2903.982	2655.1599	1418.3601	1412.8551	1370.7859	1360.2874	1320.8228	1314.8955	1282.3806	1239.9871	1199.4481	1143.5831	1139.4826	1082.9834	1059.5213	1037.1196	971.9768	952.4557	915.4295	896.7868	882.2091	836.0034	832.1006	807.2184	718.8218	593.8456	540.0911	516.8285	439.3075	396.5269	333.3979	236.5318	229.4662	149.3828	122.4615	108.803	C:\Users\Gu\Desktop\Checking\11-20\TotalEnergies\H12Bz-briA-fcc\	C:\Users\Gu\Desktop\Checking\11-20\VibrationalFrequencies\H12Bz-briA-fcc\												
H12Bz-briA-hcp	Pt_5x5	PBE_D3	3*3*1	6	8	0	0	0	-721.2917	-56.9888	42	3069.5002	3050.5761	3023.3069	3019.1366	3009.5077	2976.2698	2926.147	2681.5925	1420.8701	1414.5433	1375.9768	1361.9256	1323.9276	1313.406	1282.3987	1241.7154	1203.7448	1147.7764	1141.5374	1087.5754	1059.871	1032.1758	972.402	952.8594	914.5113	894.7131	874.7204	834.1717	829.2598	802.8108	724.564	591.6874	539.2551	518.5329	442.3546	395.4049	328.4517	238.4676	223.8927	145.1853	117.8705	103.6859	C:\Users\Gu\Desktop\Checking\11-20\TotalEnergies\H12Bz-briA-hcp\	C:\Users\Gu\Desktop\Checking\11-20\VibrationalFrequencies\H12Bz-briA-hcp\												
H12Bz-holA-fcc	Pt_5x5	PBE_D3	3*3*1	6	8	0	0	0	-721.2826	-56.9595	42	3101.3016	3086.6671	3025.6784	3020.0407	3013.5615	2989.1905	2945.0622	2924.1252	1431.3101	1412.1542	1405.8358	1339.2632	1337.72	1295.8353	1288.5447	1224.0277	1200.3628	1173.1145	1145.2191	1094.6664	1073.7034	1040.6292	1007.8857	959.518	943.0788	906.7142	846.4877	839.4644	835.3262	798.6246	758.8384	580.3539	550.514	515.9255	487.3966	408.1246	359.3656	242.4433	180.3681	129.6516	123.6447	76.3629	C:\Users\Gu\Desktop\Checking\11-20\TotalEnergies\H12Bz-holA-fcc\	C:\Users\Gu\Desktop\Checking\11-20\VibrationalFrequencies\H12Bz-holA-fcc\												
H12Bz-holA-hcp	Pt_5x5	PBE_D3	3*3*1	6	8	0	0	0	-721.3056	-56.9795	42	3093.198	3073.9725	3026.0921	3020.8447	3011.7381	2984.4771	2940.9764	2923.0581	1429.8025	1411.43	1403.0197	1340.895	1339.5813	1295.7968	1290.6546	1223.864	1201.0118	1174.0305	1146.6951	1093.5329	1074.5326	1035.8835	1004.0845	958.8664	937.3097	907.8307	843.5927	836.7691	833.0707	798.2248	760.4369	579.4115	551.5632	515.4529	486.2049	407.4188	358.4978	241.2241	174.1165	126.5169	120.8024	80.5528	C:\Users\Gu\Desktop\Checking\11-20\TotalEnergies\H12Bz-holA-hcp\	C:\Users\Gu\Desktop\Checking\11-20\VibrationalFrequencies\H12Bz-holA-hcp\												
H12Bz-holB-fcc	Pt_5x5	PBE_D3	3*3*1	6	8	0	0	0	-720.8261	-56.9968	42	3107.0043	3092.7525	3083.6957	3074.7934	2976.436	2957.4742	2932.6402	2921.4145	1449.4949	1424.3776	1400.7356	1392.0562	1369.4639	1332.1719	1306.2284	1272.8206	1224.0341	1179.7768	1166.352	1137.9916	1081.9081	992.4707	970.4841	958.7866	884.0864	882.5569	872.3135	841.7123	835.4324	791.3699	742.7418	546.0509	532.2857	520.4313	389.2	346.3	318.5965	220.2921	135.9637	125.6942	96.5927	23.0406	C:\Users\Gu\Desktop\Checking\11-20\TotalEnergies\H12Bz-holB-fcc\	C:\Users\Gu\Desktop\Checking\11-20\VibrationalFrequencies\H12Bz-holB-fcc\												
H135Bz-hol-fcc	Pt_5x5	PBE_D3	3*3*1	6	9	0	0	0	-725.072	-57.1132	45	3024.0133	3018.2322	3008.6445	2929.5	2899.5218	2882.2209	2858.7555	2852.0278	2840.5789	1395.0482	1379.8579	1376.4015	1325.9379	1322.701	1288.088	1285.7529	1284.364	1177.4248	1168.8256	1166.8563	1093.1968	1089.6903	1031.1286	1028.9785	1027.0205	1008.9684	989.2026	984.9012	858.4457	856.7493	827.4939	825.7722	818.4538	776.808	556.5588	556.1154	488.798	451.5515	450.6578	337.9157	325.0751	321.6954	150.2009	121.1409	117.5966	C:\Users\Gu\Desktop\Checking\11-20\TotalEnergies\H135Bz-hol-fcc\	C:\Users\Gu\Desktop\Checking\11-20\VibrationalFrequencies\H135Bz-hol-fcc\									
H135Bz-hol-hcp	Pt_5x5	PBE_D3	3*3*1	6	9	0	0	0	-725.0683	-57.0653	45	3014.6734	3010.3919	3007.3084	2931.7641	2897.5641	2884.3728	2851.0585	2848.3144	2839.9768	1395.2067	1379.7031	1378.2652	1325.5506	1323.3397	1287.9083	1285.6761	1285.035	1177.4856	1169.2756	1166.5999	1092.0044	1091.1411	1029.2265	1027.6559	1025.3262	1009.1328	989.4428	988.1659	858.1449	855.5521	828.077	825.5803	817.8775	778.2896	556.7538	556.1012	490.0944	449.8076	448.0594	337.1066	329.6132	320.204	145.5131	120.0444	119.2613	C:\Users\Gu\Desktop\Checking\11-20\TotalEnergies\H135Bz-hol-hcp\	C:\Users\Gu\Desktop\Checking\11-20\VibrationalFrequencies\H135Bz-hol-hcp\									
H13Bz-bri-fcc	Pt_5x5	PBE_D3	3*3*1	6	8	0	0	0	-721.2128	-57.011	42	3045.0359	3039.509	3015.5399	2988.0545	2968.0655	2958.51	2865.5564	2861.8222	1407.752	1391.4745	1349.4461	1317.5667	1307.2393	1291.4264	1274.2	1188.826	1177.1121	1118.6603	1087.0276	1065.1316	1044.299	1028.4086	987.0963	985.1762	968.0184	886.6556	856.8958	831.9992	826.4737	795.8089	721.2169	555.9764	540.442	516.1484	465.7006	459.6099	385.0598	332.698	305.2088	162.732	125.5732	113.2027	C:\Users\Gu\Desktop\Checking\11-20\TotalEnergies\H13Bz-bri-fcc\	C:\Users\Gu\Desktop\Checking\11-20\VibrationalFrequencies\H13Bz-bri-fcc\												
H13Bz-bri-hcp	Pt_5x5	PBE_D3	3*3*1	6	8	0	0	0	-721.2295	-57.0092	42	3042.4643	3036.9078	3025.3581	2982.0406	2968.7288	2965.1399	2867.4336	2859.5762	1407.2527	1391.0453	1352.1129	1319.7078	1306.4366	1291.7852	1275.3365	1189.3386	1176.0467	1118.1762	1090.0221	1066.159	1045.3693	1027.5795	988.3031	986.1095	968.3419	887.7044	857.815	829.3448	827.592	796.8916	724.064	556.1618	541.1629	516.3987	465.0708	459.1278	384.1704	333.6028	307.0397	164.7216	123.7589	117.3361	C:\Users\Gu\Desktop\Checking\11-20\TotalEnergies\H13Bz-bri-hcp\	C:\Users\Gu\Desktop\Checking\11-20\VibrationalFrequencies\H13Bz-bri-hcp\												
H13Bz-hol-fcc	Pt_5x5	PBE_D3	3*3*1	6	8	0	0	0	-721.3845	-57.0192	42	3087.9485	3052.7158	3031.8887	3024.3939	2945.5652	2910.6889	2874.4026	2870.0272	1418.8686	1399.539	1378.3351	1355.2478	1330.4408	1304.5322	1292.0035	1226.2067	1174.6455	1132.3576	1119.1326	1057.755	1044.728	1035.0325	987.1081	968.937	943.486	896.8858	860.0615	845.7211	822.3311	814.9982	793.1411	566.3879	551.8937	524.8116	459.8069	408.3749	339.225	317.7259	289.5959	134.6678	126.184	95.9336	C:\Users\Gu\Desktop\Checking\11-20\TotalEnergies\H13Bz-hol-fcc\	C:\Users\Gu\Desktop\Checking\11-20\VibrationalFrequencies\H13Bz-hol-fcc\												
H13Bz-hol-hcp	Pt_5x5	sPBE_D3	3*3*1	6	8	0	0	0	-721.3999	-57.0429	42	3080.309	3047.3313	3029.2874	3020.6111	2942.0874	2901.9254	2874.6885	2866.2338	1414.0288	1396.9041	1376.2448	1351.5243	1329.2185	1304.7771	1290.011	1226.7395	1173.5245	1128.9725	1117.6428	1056.9103	1043.7009	1036.0523	986.4792	968.3063	944.1757	895.7048	858.302	844.9605	822.8935	814.7085	794.8176	566.5652	552.2875	526.0911	459.4568	410.3489	341.8914	319.083	290.9452	133.7456	125.4269	97.4846	C:\Users\Gu\Desktop\Checking\11-20\TotalEnergies\H13Bz-hol-hcp\	C:\Users\Gu\Desktop\Checking\11-20\VibrationalFrequencies\H13Bz-hol-hcp\												
H14Bz-briA	Pt_5x5	PBE_D3	3*3*1	6	8	0	0	0	-720.8921	-57.0153	42	3092.3634	3085.8058	3079.5378	3069.9994	2924.3998	2917.0127	2878.1556	2873.5262	1466.5816	1422.1065	1382.9934	1382.21	1353.7647	1321.55	1297.6547	1293.0921	1151.3239	1142.7066	1138.297	1116.8452	1028.0387	1006.2325	957.1533	943.5215	923.4698	905.8343	863.1583	831.7745	825.076	790.0408	779.5742	558.4671	528.9004	457.8115	453.7465	343.5343	313.2786	251.0153	230.3884	125.8396	107.542	104.714	C:\Users\Gu\Desktop\Checking\11-20\TotalEnergies\H14Bz-briA\	C:\Users\Gu\Desktop\Checking\11-20\VibrationalFrequencies\H14Bz-briA\												
H14Bz-briB	Pt_5x5	PBE_D3	3*3*1	6	8	0	0	0	-721.2537	-57.0001	42	3024.6447	3018.3441	3014.7116	3004.0755	3000.1911	2997.0303	2861.7605	2857.804	1418.1087	1397.7037	1327.9673	1307.5185	1303.2244	1289.3975	1261.6265	1178.1511	1147.3258	1124.5196	1082.1378	1057.885	1040.6874	1013.2129	988.6941	977.7523	941.001	936.2707	868.2336	849.6078	824.7869	800.1372	753.1773	564.2589	553.2256	548.702	510.5503	420.9629	408.1785	336.883	317.4328	165.9679	148.0921	128.5927	C:\Users\Gu\Desktop\Checking\11-20\TotalEnergies\H14Bz-briB\	C:\Users\Gu\Desktop\Checking\11-20\VibrationalFrequencies\H14Bz-briB\												
H14Bz-hol-fcc	Pt_5x5	PBE_D3	3*3*1	6	8	0	0	0	-721.2077	-57.0072	42	3093.4831	3079.9999	3029.6534	3017.2284	3010.5927	3005.6117	2873.1645	2867.45	1443.1036	1405.2174	1397.7854	1340.1091	1324.7989	1298.2086	1275.1498	1218.3544	1149.4923	1135.742	1111.3593	1073.6414	1026.8365	1020.3362	986.9623	965.9248	946.016	911.1061	873.2792	869.7316	804.9949	799.7579	770.7373	559.595	557.5229	519.679	472.5412	416.9063	334.1144	289.8451	283.5686	140.9462	129.3525	110.5252	C:\Users\Gu\Desktop\Checking\11-20\TotalEnergies\H14Bz-hol-fcc\	C:\Users\Gu\Desktop\Checking\11-20\VibrationalFrequencies\H14Bz-hol-fcc\												
H14Bz-hol-hcp	Pt_5x5	PBE_D3	3*3*1	6	8	0	0	0	-721.206	-57.0105	42	3081.141	3067.1639	3029.3529	3024.2822	3020.7966	3006.5172	2866.5352	2858.0687	1442.4279	1408.7288	1401.0524	1341.0667	1324.6024	1297.4375	1275.488	1217.6813	1148.9078	1136.1225	1112.9059	1072.5508	1028.7195	1023.3373	988.6941	970.1383	950.9911	913.8342	875.8141	873.2616	810.6344	801.2134	772.7138	561.8574	559.1346	520.35	474.4518	417.01	339.7043	292.182	284.9172	143.6635	129.6744	113.8356	C:\Users\Gu\Desktop\Checking\11-20\TotalEnergies\H14Bz-hol-hcp\	C:\Users\Gu\Desktop\Checking\11-20\VibrationalFrequencies\H14Bz-hol-hcp\												
